"","feature","frequency"
"6366","understanding_of",14
"6367","it_felt",14
"6368","to_hide",14
"6369","during_my",14
"6370","but_had",14
"6371","see_and",14
"6372","to_grab",14
"6373","grateful_for",14
"6374","a_gun",14
"6375","it's_true",14
"6376","is_their",14
"6377","okay_i",14
"6378","by_then",14
"6379","the_tour",14
"6380","checking_out",14
"6381","day_was",14
"6382","with_new",14
"6383","cannot_wait",14
"6384","to_jump",14
"6385","follow_up",14
"6386","loved_ones",14
"6387","so_on",14
"6388","on_there",14
"6389","much_that",14
"6390","a_significant",14
"6391","and_helped",14
"6392","size_and",14
"6393","guys_i",14
"6394","got_in",14
"6395","tickets_to",14
"6396","saturday_at",14
"6397","starts_at",14
"6398","from_other",14
"6399","mention_that",14
"6400","for_doing",14
"6401","information_on",14
"6402","wanna_see",14
"6403","the_part",14
"6404","in_texas",14
"6405","general_manager",14
"6406","went_with",14
"6407","job_with",14
"6408","of_wine",14
"6409","thoughts_on",14
"6410","never_got",14
"6411","memory_of",14
"6412","happy_holidays",14
"6413","you're_having",14
"6414","hard_for",14
"6415","teams_in",14
"6416","way_home",14
"6417","paid_for",14
"6418","to_twitter",14
"6419","in_less",14
"6420","to_announce",14
"6421","we_started",14
"6422","month_and",14
"6423","comment_and",14
"6424","that's_right",14
"6425","on_over",14
"6426","my_boy",14
"6427","thats_not",14
"6428","house_is",14
"6429","already_has",14
"6430","fit_into",14
"6431","and_i've",14
"6432","room_to",14
"6433","washington_d.c",14
"6434","connected_to",14
"6435","she_went",14
"6436","yeah_it",14
"6437","in_east",14
"6438","better_to",14
"6439","i'm_excited",14
"6440","forget_about",14
"6441","close_the",14
"6442","now_what",14
"6443","and_bought",14
"6444","its_my",14
"6445","and_later",14
"6446","later_the",14
"6447","learn_from",14
"6448","keep_them",14
"6449","would_think",14
"6450","be_working",14
"6451","the_fight",14
"6452","has_his",14
"6453","them_or",14
"6454","the_flow",14
"6455","guy_in",14
"6456","waiting_on",14
"6457","the_bathroom",14
"6458","went_from",14
"6459","me_want",14
"6460","or_on",14
"6461","so_its",14
"6462","very_little",14
"6463","all_good",14
"6464","to_steal",14
"6465","great_i",14
"6466","now_when",14
"6467","of_white",14
"6468","all_out",14
"6469","up_so",14
"6470","and_become",14
"6471","was_such",14
"6472","students_are",14
"6473","stayed_in",14
"6474","what_people",14
"6475","a_ball",14
"6476","been_having",14
"6477","beautiful_and",14
"6478","team_to",14
"6479","of_making",14
"6480","it_over",14
"6481","it_before",14
"6482","soon_enough",14
"6483","nothing_is",14
"6484","man_of",14
"6485","put_my",14
"6486","my_ass",14
"6487","take_off",14
"6488","to_release",14
"6489","point_in",14
"6490","today_that",14
"6491","to_introduce",14
"6492","hint_of",14
"6493","would_also",14
"6494","was_this",14
"6495","over_again",14
"6496","to_both",14
"6497","missed_the",14
"6498","the_holiday",14
"6499","this_type",14
"6500","i_walked",14
"6501","report_the",14
"6502","in_from",14
"6503","back_then",14
"6504","yourself_and",14
"6505","shopping_for",14
"6506","your_face",14
"6507","becomes_a",14
"6508","we_came",14
"6509","all_we",14
"6510","and_called",14
"6511","u_a",14
"6512","was_done",14
"6513","done_i",14
"6514","these_were",14
"6515","took_my",14
"6516","the_ravens",14
"6517","prime_minister",14
"6518","the_article",14
"6519","opened_the",14
"6520","like_its",14
"6521","and_while",14
"6522","high_and",14
"6523","see_me",14
"6524","east_coast",14
"6525","waking_up",14
"6526","and_although",14
"6527","under_my",14
"6528","up_more",14
"6529","look_to",14
"6530","idea_what",14
"6531","intend_to",14
"6532","the_outcome",14
"6533","we_couldn't",14
"6534","dont_get",14
"6535","love_him",14
"6536","the_worlds",14
"6537","out_about",14
"6538","one_way",14
"6539","of_interest",14
"6540","this_shit",14
"6541","bad_for",14
"6542","the_conversation",14
"6543","say_this",14
"6544","be_home",14
"6545","are_well",14
"6546","have_also",14
"6547","work_so",14
"6548","feel_it",14
"6549","year_so",14
"6550","here_it",14
"6551","begins_to",14
"6552","that_song",14
"6553","it_there",14
"6554","light_on",14
"6555","a_red",14
"6556","bad_news",14
"6557","our_friends",14
"6558","to_express",14
"6559","and_gave",14
"6560","i_totally",14
"6561","body_and",14
"6562","spring_break",14
"6563","the_dance",14
"6564","the_oven",14
"6565","students_and",14
"6566","will_become",14
"6567","port_authority",14
"6568","will_happen",14
"6569","my_post",14
"6570","could_hear",14
"6571","of_paper",14
"6572","why_it",14
"6573","being_an",14
"6574","today_we",14
"6575","given_up",14
"6576","going_in",14
"6577","in_return",14
"6578","than_ever",14
"6579","after_an",14
"6580","very_difficult",14
"6581","a_season",14
"6582","well_at",14
"6583","spot_in",14
"6584","dream_of",14
"6585","ideas_for",14
"6586","the_space",14
"6587","i_wasnt",14
"6588","goal_is",14
"6589","power_and",14
"6590","say_in",14
"6591","saying_it",14
"6592","that_does",14
"6593","the_evidence",14
"6594","who_made",14
"6595","anything_about",14
"6596","many_ways",14
"6597","your_kids",14
"6598","should_go",14
"6599","full_time",14
"6600","those_days",14
"6601","hope_the",14
"6602","you_an",14
"6603","points_to",14
"6604","but_are",14
"6605","we_both",14
"6606","to_realize",14
"6607","love_all",14
"6608","a_fire",14
"6609","be_of",14
"6610","that's_just",14
"6611","but_rather",14
"6612","leaving_the",14
"6613","are_for",14
"6614","that_matter",14
"6615","secret_service",14
"6616","season_of",14
"6617","them_so",14
"6618","you_is",14
"6619","giving_the",14
"6620","season_in",14
"6621","has_more",14
"6622","just_trying",14
"6623","you_keep",14
"6624","rise_to",14
"6625","loads_of",14
"6626","make_her",14
"6627","in_hand",14
"6628","also_on",14
"6629","a_hotel",14
"6630","coming_back",14
"6631","need_is",14
"6632","moved_on",14
"6633","church_and",14
"6634","the_women",14
"6635","and_running",14
"6636","feel_that",14
"6637","being_able",14
"6638","i'm_hoping",14
"6639","yet_it",14
"6640","doesn't_matter",14
"6641","there_any",14
"6642","best_and",14
"6643","is_by",14
"6644","well_you",14
"6645","but_i'll",14
"6646","something_we",14
"6647","really_i",14
"6648","it's_easy",14
"6649","in_by",14
"6650","store_for",14
"6651","has_now",14
"6652","the_tv",14
"6653","together_for",14
"6654","from_its",14
"6655","the_older",14
"6656","of_college",14
"6657","pray_for",14
"6658","mean_the",14
"6659","great_idea",14
"6660","that_awkward",14
"6661","year_that",14
"6662","down_i",14
"6663","i_worked",14
"6664","done_it",14
"6665","work_that",14
"6666","promised_to",14
"6667","scheduled_for",14
"6668","thx_for",14
"6669","make_them",14
"6670","the_present",14
"6671","though_she",14
"6672","iowa_state",14
"6673","a_vehicle",14
"6674","the_universe",14
"6675","the_courage",14
"6676","up_early",14
"6677","you_follow",14
"6678","for_christmas",14
"6679","i_wont",14
"6680","was_amazing",14
"6681","and_therefore",14
"6682","job_in",14
"6683","the_metro",14
"6684","the_property",14
"6685","to_expand",14
"6686","that_includes",14
"6687","the_private",14
"6688","done_a",14
"6689","we'll_see",14
"6690","it_worked",14
"6691","id_like",14
"6692","still_do",14
"6693","point_is",14
"6694","in_first",14
"6695","great_and",14
"6696","my_next",14
"6697","the_website",14
"6698","of_different",14
"6699","whatever_it",14
"6700","to_party",14
"6701","next_few",14
"6702","the_novel",14
"6703","think_its",14
"6704","my_list",14
"6705","on_youtube",14
"6706","i_enjoyed",14
"6707","i_ask",14
"6708","of_christ",14
"6709","a.m_to",14
"6710","job_of",14
"6711","hoping_that",14
"6712","saying_the",14
"6713","been_working",14
"6714","a_model",14
"6715","whether_or",14
"6716","provide_a",14
"6717","followed_the",14
"6718","stop_and",14
"6719","sound_of",14
"6720","and_million",14
"6721","he_loves",14
"6722","the_impact",14
"6723","to_investigate",14
"6724","day_weekend",14
"6725","set_a",14
"6726","me_happy",14
"6727","would_pay",14
"6728","that_takes",14
"6729","say_something",14
"6730","thinking_that",14
"6731","and_hopefully",14
"6732","after_being",14
"6733","now_at",14
"6734","invited_to",14
"6735","whether_you",14
"6736","the_position",14
"6737","the_caribbean",14
"6738","it's_really",14
"6739","the_true",14
"6740","with_in",14
"6741","made_some",14
"6742","bring_it",14
"6743","women_are",14
"6744","available_at",14
"6745","for_students",14
"6746","that_happens",14
"6747","truth_is",14
"6748","connection_with",14
"6749","to_accept",14
"6750","a_bigger",14
"6751","sick_and",14
"6752","the_standard",14
"6753","potential_for",14
"6754","was_already",14
"6755","problems_with",14
"6756","a_party",14
"6757","by_some",14
"6758","going_out",14
"6759","one_could",14
"6760","states_and",14
"6761","to_defend",14
"6762","the_trees",14
"6763","news_is",14
"6764","last_three",14
"6765","in_half",14
"6766","video_games",14
"6767","kids_in",14
"6768","have_tried",14
"6769","his_second",14
"6770","what_were",14
"6771","go_down",14
"6772","episode_of",14
"6773","and_making",14
"6774","to_earn",14
"6775","possession_of",14
"6776","it_together",14
"6777","years_but",14
"6778","my_feet",14
"6779","ask_you",14
"6780","until_it",14
"6781","not_come",14
"6782","hes_not",14
"6783","was_his",14
"6784","days_to",14
"6785","play_and",14
"6786","safety_and",14
"6787","not_being",14
"6788","a_ride",14
"6789","an_agreement",14
"6790","the_weight",14
"6791","when_did",14
"6792","project_to",14
"6793","received_the",14
"6794","himself_in",14
"6795","used_for",14
"6796","amounts_of",14
"6797","we_played",14
"6798","have_nothing",14
"6799","could_take",14
"6800","third_in",14
"6801","he_must",14
"6802","whether_he",14
"6803","no_time",14
"6804","shot_at",14
"6805","said_one",14
"6806","up_their",14
"6807","spring_training",14
"6808","domestic_violence",14
"6809","a_late",14
"6810","said_you",14
"6811","court_of",14
"6812","woman_in",14
"6813","be_considered",14
"6814","could_come",14
"6815","founder_of",14
"6816","hall_of",14
"6817","different_than",14
"6818","if_any",14
"6819","study_of",14
"6820","involved_with",14
"6821","became_the",14
"6822","lost_a",14
"6823","increase_the",14
"6824","with_seconds",14
"6825","tuesday_and",14
"6826","against_him",14
"6827","high_profile",14
"6828","square_feet",14
"6829","the_arizona",14
"6830","the_army",14
"6831","cents_per",14
"6832","santa_ana",14
"6833","if_people",13
"6834","or_your",13
"6835","should_follow",13
"6836","her_hair",13
"6837","kill_it",13
"6838","off_for",13
"6839","open_a",13
"6840","any_suggestions",13
"6841","the_issues",13
"6842","wanna_be",13
"6843","got_his",13
"6844","am_looking",13
"6845","year_it",13
"6846","it_being",13
"6847","end_in",13
"6848","a_stop",13
"6849","place_at",13
"6850","really_cool",13
"6851","oh_no",13
"6852","to_identify",13
"6853","and_going",13
"6854","going_down",13
"6855","it_here",13
"6856","all_along",13
"6857","from_p.m",13
"6858","week_or",13
"6859","your_children",13
"6860","a_side",13
"6861","several_times",13
"6862","are_made",13
"6863","your_dreams",13
"6864","has_already",13
"6865","by_i",13
"6866","see_your",13
"6867","u_do",13
"6868","new_mexico",13
"6869","an_event",13
"6870","house_the",13
"6871","a_successful",13
"6872","a_tweet",13
"6873","when_its",13
"6874","beach_and",13
"6875","made_him",13
"6876","few_times",13
"6877","meeting_you",13
"6878","up_some",13
"6879","determined_to",13
"6880","what_your",13
"6881","t_shirt",13
"6882","state_has",13
"6883","and_such",13
"6884","had_that",13
"6885","shades_of",13
"6886","a_lie",13
"6887","read_that",13
"6888","head_over",13
"6889","good_idea",13
"6890","with_someone",13
"6891","doing_my",13
"6892","day_one",13
"6893","her_she",13
"6894","or_call",13
"6895","an_answer",13
"6896","friday_the",13
"6897","this_evening",13
"6898","people_can",13
"6899","or_do",13
"6900","conversation_with",13
"6901","a_visit",13
"6902","not_about",13
"6903","area_of",13
"6904","coffee_and",13
"6905","because_its",13
"6906","we_haven't",13
"6907","we_never",13
"6908","a_dark",13
"6909","my_office",13
"6910","has_taken",13
"6911","taken_a",13
"6912","year_is",13
"6913","great_night",13
"6914","my_big",13
"6915","out_you",13
"6916","i_usually",13
"6917","the_a",13
"6918","a_hole",13
"6919","came_home",13
"6920","was_he",13
"6921","the_cat",13
"6922","afraid_of",13
"6923","for_tomorrow",13
"6924","off_your",13
"6925","effects_of",13
"6926","percent_and",13
"6927","a_democrat",13
"6928","the_debt",13
"6929","im_sorry",13
"6930","not_ready",13
"6931","of_just",13
"6932","they_came",13
"6933","a_conversation",13
"6934","youre_not",13
"6935","up_just",13
"6936","the_obvious",13
"6937","way_as",13
"6938","two_and",13
"6939","so_sad",13
"6940","the_chinese",13
"6941","the_the",13
"6942","afford_to",13
"6943","in_god",13
"6944","know_right",13
"6945","of_women",13
"6946","sometimes_you",13
"6947","new_album",13
"6948","to_fit",13
"6949","store_in",13
"6950","lets_get",13
"6951","be_awesome",13
"6952","services_to",13
"6953","to_on",13
"6954","being_so",13
"6955","you_leave",13
"6956","of_spring",13
"6957","don't_worry",13
"6958","shot_of",13
"6959","to_marry",13
"6960","would_give",13
"6961","the_coffee",13
"6962","day_today",13
"6963","son_of",13
"6964","maybe_the",13
"6965","show_tonight",13
"6966","check_the",13
"6967","say_anything",13
"6968","where_my",13
"6969","it_started",13
"6970","bless_you",13
"6971","if_im",13
"6972","really_a",13
"6973","benefit_of",13
"6974","us_but",13
"6975","is_happening",13
"6976","a_bill",13
"6977","blog_i",13
"6978","get_here",13
"6979","the_sides",13
"6980","gets_the",13
"6981","the_mood",13
"6982","also_in",13
"6983","regarding_the",13
"6984","thought_she",13
"6985","as_being",13
"6986","been_an",13
"6987","an_official",13
"6988","hear_it",13
"6989","linked_to",13
"6990","tribute_to",13
"6991","day_thanks",13
"6992","article_in",13
"6993","in_state",13
"6994","million_for",13
"6995","that_other",13
"6996","court_in",13
"6997","recent_years",13
"6998","have_always",13
"6999","bought_the",13
"7000","to_apply",13
"7001","i_personally",13
"7002","your_child",13
"7003","removed_from",13
"7004","early_to",13
"7005","the_beautiful",13
"7006","can_learn",13
"7007","finished_my",13
"7008","did_my",13
"7009","story_to",13
"7010","sunday_i",13
"7011","or_anything",13
"7012","days_later",13
"7013","had_so",13
"7014","god_has",13
"7015","to_never",13
"7016","the_seventh",13
"7017","now_this",13
"7018","and_here",13
"7019","walking_around",13
"7020","he_may",13
"7021","announced_that",13
"7022","book_that",13
"7023","or_are",13
"7024","has_just",13
"7025","still_has",13
"7026","job_to",13
"7027","does_he",13
"7028","to_u",13
"7029","what_exactly",13
"7030","to_church",13
"7031","i_seriously",13
"7032","just_love",13
"7033","the_stories",13
"7034","and_eat",13
"7035","another_great",13
"7036","will_work",13
"7037","for_fun",13
"7038","a_blog",13
"7039","the_making",13
"7040","manage_to",13
"7041","and_into",13
"7042","at_which",13
"7043","mean_to",13
"7044","more_so",13
"7045","good_on",13
"7046","whole_lot",13
"7047","true_that",13
"7048","move_it",13
"7049","eager_to",13
"7050","in_different",13
"7051","sure_how",13
"7052","post_a",13
"7053","you_aren't",13
"7054","bag_of",13
"7055","up_is",13
"7056","but_by",13
"7057","they_never",13
"7058","to_others",13
"7059","up_an",13
"7060","making_sure",13
"7061","the_source",13
"7062","we_knew",13
"7063","in_christ",13
"7064","hair_and",13
"7065","kids_who",13
"7066","see_all",13
"7067","he_thought",13
"7068","never_forget",13
"7069","video_of",13
"7070","fear_and",13
"7071","will_receive",13
"7072","you_even",13
"7073","words_of",13
"7074","if_i'm",13
"7075","building_the",13
"7076","the_low",13
"7077","a_pic",13
"7078","past_week",13
"7079","like_in",13
"7080","and_came",13
"7081","not_mean",13
"7082","she_saw",13
"7083","you_out",13
"7084","me_get",13
"7085","and_eventually",13
"7086","just_get",13
"7087","lost_in",13
"7088","heard_about",13
"7089","for_reading",13
"7090","out_from",13
"7091","kick_in",13
"7092","the_view",13
"7093","not_quite",13
"7094","considered_a",13
"7095","apply_to",13
"7096","were_able",13
"7097","guide_to",13
"7098","the_taste",13
"7099","do_list",13
"7100","enjoy_a",13
"7101","a_feeling",13
"7102","us_are",13
"7103","but_really",13
"7104","sugar_and",13
"7105","a_pro",13
"7106","are_better",13
"7107","other_and",13
"7108","fear_of",13
"7109","well_he",13
"7110","has_since",13
"7111","you_looking",13
"7112","after_her",13
"7113","out_all",13
"7114","promise_to",13
"7115","everyone_i",13
"7116","sad_to",13
"7117","at_every",13
"7118","the_sale",13
"7119","the_vote",13
"7120","there_as",13
"7121","like_you're",13
"7122","guy_is",13
"7123","get_started",13
"7124","same_as",13
"7125","three_times",13
"7126","contribute_to",13
"7127","that_moment",13
"7128","watching_a",13
"7129","did_have",13
"7130","intention_of",13
"7131","me_just",13
"7132","following_a",13
"7133","worth_of",13
"7134","spend_the",13
"7135","make_sense",13
"7136","will_find",13
"7137","bar_and",13
"7138","will_still",13
"7139","i'm_working",13
"7140","be_something",13
"7141","over_with",13
"7142","family_is",13
"7143","great_way",13
"7144","i_moved",13
"7145","the_coach",13
"7146","it_got",13
"7147","your_email",13
"7148","gave_us",13
"7149","that_someone",13
"7150","about_all",13
"7151","red_and",13
"7152","are_great",13
"7153","been_more",13
"7154","of_july",13
"7155","really_love",13
"7156","the_length",13
"7157","your_next",13
"7158","field_of",13
"7159","favor_of",13
"7160","man_on",13
"7161","catch_the",13
"7162","at_noon",13
"7163","left_behind",13
"7164","is_available",13
"7165","a_decision",13
"7166","about_in",13
"7167","aside_from",13
"7168","what_time",13
"7169","the_famous",13
"7170","i'm_about",13
"7171","called_it",13
"7172","forms_of",13
"7173","summer_i",13
"7174","per_month",13
"7175","they_aren't",13
"7176","lol_the",13
"7177","now_he",13
"7178","you_tell",13
"7179","hanging_out",13
"7180","in_games",13
"7181","jobs_for",13
"7182","the_rule",13
"7183","a_review",13
"7184","in_common",13
"7185","to_connect",13
"7186","a_meeting",13
"7187","fast_food",13
"7188","to_view",13
"7189","us_this",13
"7190","just_what",13
"7191","his_death",13
"7192","are_with",13
"7193","begin_with",13
"7194","your_skin",13
"7195","the_plant",13
"7196","boys_and",13
"7197","it_happen",13
"7198","crossed_the",13
"7199","i_not",13
"7200","the_woods",13
"7201","congratulations_to",13
"7202","the_effect",13
"7203","the_french",13
"7204","a_fresh",13
"7205","but_have",13
"7206","shut_up",13
"7207","not_because",13
"7208","weeks_of",13
"7209","will_know",13
"7210","who_did",13
"7211","the_lower",13
"7212","moving_to",13
"7213","one_person",13
"7214","purpose_of",13
"7215","just_keep",13
"7216","and_stay",13
"7217","love_ya",13
"7218","a_coffee",13
"7219","and_food",13
"7220","on_more",13
"7221","not_very",13
"7222","their_new",13
"7223","the_yankees",13
"7224","the_distance",13
"7225","changes_to",13
"7226","of_doing",13
"7227","will_end",13
"7228","get_her",13
"7229","in_canada",13
"7230","enough_i",13
"7231","him_at",13
"7232","as_some",13
"7233","is_due",13
"7234","about_years",13
"7235","program_in",13
"7236","thought_i'd",13
"7237","season_but",13
"7238","to_when",13
"7239","the_hall",13
"7240","show_a",13
"7241","education_and",13
"7242","to_getting",13
"7243","meeting_and",13
"7244","head_on",13
"7245","behind_a",13
"7246","here_with",13
"7247","an_article",13
"7248","keep_me",13
"7249","great_for",13
"7250","i'm_having",13
"7251","prepare_for",13
"7252","side_and",13
"7253","run_out",13
"7254","don't_do",13
"7255","is_likely",13
"7256","to_remain",13
"7257","mom_is",13
"7258","does_anyone",13
"7259","of_so",13
"7260","yes_and",13
"7261","feel_you",13
"7262","of_everything",13
"7263","section_of",13
"7264","than_what",13
"7265","is_of",13
"7266","quite_the",13
"7267","i_followed",13
"7268","worked_in",13
"7269","morning_the",13
"7270","plus_the",13
"7271","and_find",13
"7272","question_of",13
"7273","claim_that",13
"7274","to_yourself",13
"7275","you_happy",13
"7276","of_american",13
"7277","off_at",13
"7278","it_gives",13
"7279","the_warm",13
"7280","police_department",13
"7281","anyone_in",13
"7282","says_and",13
"7283","in_baltimore",13
"7284","two_or",13
"7285","only_because",13
"7286","but_we're",13
"7287","and_use",13
"7288","and_drink",13
"7289","with_several",13
"7290","sent_a",13
"7291","these_two",13
"7292","the_lowest",13
"7293","like_and",13
"7294","send_a",13
"7295","safe_and",13
"7296","spirit_of",13
"7297","me_like",13
"7298","or_her",13
"7299","worked_for",13
"7300","you_heard",13
"7301","in_jesus",13
"7302","made_her",13
"7303","her_head",13
"7304","or_go",13
"7305","to_relax",13
"7306","doesn't_work",13
"7307","the_restaurant",13
"7308","its_new",13
"7309","shoutout_to",13
"7310","pleased_to",13
"7311","to_discover",13
"7312","today_but",13
"7313","a_professional",13
"7314","the_product",13
"7315","in_las",13
"7316","god_for",13
"7317","the_e",13
"7318","gave_a",13
"7319","by_its",13
"7320","year_a",13
"7321","i_ended",13
"7322","person_to",13
"7323","note_to",13
"7324","a_wide",13
"7325","once_we",13
"7326","hit_by",13
"7327","turn_it",13
"7328","the_avengers",13
"7329","can_hear",13
"7330","by_one",13
"7331","why_don't",13
"7332","opportunities_to",13
"7333","the_broncos",13
"7334","was_part",13
"7335","i_gave",13
"7336","are_available",13
"7337","love_i",13
"7338","hahaha_i",13
"7339","that_same",13
"7340","to_right",13
"7341","over_there",13
"7342","me_not",13
"7343","any_way",13
"7344","even_get",13
"7345","has_grown",13
"7346","the_atlantic",13
"7347","in_we",13
"7348","so_to",13
"7349","easier_for",13
"7350","what_u",13
"7351","of_beer",13
"7352","caused_by",13
"7353","the_arts",13
"7354","art_of",13
"7355","be_said",13
"7356","sounds_good",13
"7357","before_that",13
"7358","acknowledged_that",13
"7359","he_then",13
"7360","and_which",13
"7361","player_in",13
"7362","up_against",13
"7363","orange_county",13
"7364","years_he",13
"7365","some_reason",13
"7366","run_to",13
"7367","to_seek",13
"7368","help_him",13
"7369","power_play",13
"7370","to_blame",13
"7371","world_cup",13
"7372","much_and",13
"7373","hear_a",13
"7374","up_when",13
"7375","an_office",13
"7376","sometimes_it",13
"7377","run_by",13
"7378","her_home",13
"7379","group_that",13
"7380","definitely_a",13
"7381","are_one",13
"7382","award_winning",13
"7383","feet_and",13
"7384","me_laugh",13
"7385","to_pursue",13
"7386","makes_sense",13
"7387","i_seem",13
"7388","at_i",13
"7389","used_by",13
"7390","stories_of",13
"7391","police_and",13
"7392","not_make",13
"7393","let_your",13
"7394","half_and",13
"7395","or_no",13
"7396","these_guys",13
"7397","has_won",13
"7398","to_handle",13
"7399","institute_of",13
"7400","and_follow",13
"7401","away_in",13
"7402","we_needed",13
"7403","himself_and",13
"7404","cant_believe",13
"7405","it_becomes",13
"7406","hasn't_been",13
"7407","mentioned_that",13
"7408","the_online",13
"7409","relate_to",13
"7410","probably_not",13
"7411","the_investigation",13
"7412","the_set",13
"7413","and_help",13
"7414","result_in",13
"7415","the_cast",13
"7416","in_four",13
"7417","discuss_the",13
"7418","the_total",13
"7419","said_its",13
"7420","of_many",13
"7421","the_contract",13
"7422","the_chicken",13
"7423","here's_the",13
"7424","he_called",13
"7425","his_best",13
"7426","to_shoot",13
"7427","several_of",13
"7428","several_other",13
"7429","america_and",13
"7430","make_no",13
"7431","whole_new",13
"7432","of_local",13
"7433","the_trial",13
"7434","like_his",13
"7435","not_always",13
"7436","stay_with",13
"7437","news_conference",13
"7438","the_go",13
"7439","at_risk",13
"7440","to_tie",13
"7441","and_saw",13
"7442","when_asked",13
"7443","school_i",13
"7444","and_doing",13
"7445","the_oregon",13
"7446","but_maybe",13
"7447","were_being",13
"7448","the_sixth",13
"7449","the_globe",13
"7450","week_after",13
"7451","a_goal",13
"7452","set_in",13
"7453","least_the",13
"7454","provided_the",13
"7455","one_at",13
"7456","said_was",13
"7457","the_move",13
"7458","something_different",13
"7459","march_and",13
"7460","suffered_a",13
"7461","searching_for",13
"7462","they_found",13
"7463","no_other",13
"7464","officials_have",13
"7465","said_monday",13
"7466","center_and",13
"7467","of_congress",13
"7468","the_stock",13
"7469","report_said",13
"7470","the_timbers",13
"7471","gov_chris",13
"7472","the_school's",13
"7473","authority_to",13
"7474","running_back",13
"7475","pay_a",13
"7476","a_spokeswoman",13
"7477","spokeswoman_for",13
"7478","the_recession",13
"7479","the_team's",13
"7480","expects_to",13
"7481","police_chief",13
"7482","a_hospital",13
"7483","with_left",13
"7484","also_is",13
"7485","clean_up",12
"7486","two_to",12
"7487","is_having",12
"7488","we_didnt",12
"7489","for_giving",12
"7490","heart_to",12
"7491","where_do",12
"7492","manages_to",12
"7493","it_today",12
"7494","and_call",12
"7495","tomorrow_at",12
"7496","the_gate",12
"7497","a_thousand",12
"7498","or_whatever",12
"7499","why_am",12
"7500","then_and",12
"7501","myself_i",12
"7502","you_already",12
"7503","already_know",12
"7504","up_or",12
"7505","have_anything",12
"7506","count_on",12
"7507","really_excited",12
"7508","how_far",12
"7509","do_your",12
"7510","that_game",12
"7511","about_people",12
"7512","follow_us",12
"7513","this_on",12
"7514","of_stuff",12
"7515","your_business",12
"7516","you're_so",12
"7517","maybe_they",12
"7518","the_stairs",12
"7519","take_their",12
"7520","hours_a",12
"7521","tell_your",12
"7522","a_tight",12
"7523","being_used",12
"7524","w_a",12
"7525","it's_also",12
"7526","break_from",12
"7527","is_worth",12
"7528","around_you",12
"7529","face_and",12
"7530","day_a",12
"7531","do_people",12
"7532","decides_to",12
"7533","to_survive",12
"7534","cookies_and",12
"7535","year's_eve",12
"7536","meeting_with",12
"7537","was_worth",12
"7538","the_award",12
"7539","admit_that",12
"7540","planning_to",12
"7541","doesnt_have",12
"7542","a_warm",12
"7543","have_heard",12
"7544","party_for",12
"7545","the_environment",12
"7546","during_an",12
"7547","to_contact",12
"7548","or_another",12
"7549","job_at",12
"7550","open_up",12
"7551","belief_that",12
"7552","credit_card",12
"7553","weekend_is",12
"7554","the_tigers",12
"7555","anyone_know",12
"7556","father_and",12
"7557","it_better",12
"7558","one_hour",12
"7559","hour_and",12
"7560","be_out",12
"7561","and_open",12
"7562","this_coming",12
"7563","since_my",12
"7564","do_nothing",12
"7565","you_prefer",12
"7566","like_our",12
"7567","on_behalf",12
"7568","behalf_of",12
"7569","faith_and",12
"7570","cool_to",12
"7571","art_is",12
"7572","question_is",12
"7573","we_wanted",12
"7574","you_only",12
"7575","a_rare",12
"7576","that_doesnt",12
"7577","be_just",12
"7578","areas_of",12
"7579","he_came",12
"7580","hospital_in",12
"7581","and_women",12
"7582","good_friend",12
"7583","is_but",12
"7584","provided_a",12
"7585","learned_that",12
"7586","done_for",12
"7587","who_just",12
"7588","i_managed",12
"7589","choice_of",12
"7590","don't_understand",12
"7591","a_plane",12
"7592","also_been",12
"7593","weight_loss",12
"7594","hands_of",12
"7595","tells_me",12
"7596","of_government",12
"7597","writing_and",12
"7598","life_without",12
"7599","far_too",12
"7600","apart_from",12
"7601","and_trying",12
"7602","for_themselves",12
"7603","common_sense",12
"7604","the_soul",12
"7605","letters_of",12
"7606","and_free",12
"7607","help_and",12
"7608","the_newly",12
"7609","too_high",12
"7610","a_cat",12
"7611","with_whom",12
"7612","whom_he",12
"7613","the_feeling",12
"7614","saw_you",12
"7615","life_for",12
"7616","why_does",12
"7617","right_but",12
"7618","working_at",12
"7619","tweet_me",12
"7620","who_might",12
"7621","harder_to",12
"7622","great_work",12
"7623","are_amazing",12
"7624","today_as",12
"7625","because_i'm",12
"7626","one_out",12
"7627","share_it",12
"7628","few_people",12
"7629","baby_is",12
"7630","the_choice",12
"7631","everything_and",12
"7632","next_morning",12
"7633","mad_at",12
"7634","he_asked",12
"7635","long_ago",12
"7636","short_story",12
"7637","resulted_in",12
"7638","sure_he",12
"7639","it_hasn't",12
"7640","around_me",12
"7641","getting_better",12
"7642","my_hands",12
"7643","house_with",12
"7644","will_change",12
"7645","brought_in",12
"7646","on_each",12
"7647","her_on",12
"7648","week_with",12
"7649","was_right",12
"7650","for_once",12
"7651","what_this",12
"7652","mind_and",12
"7653","see_ya",12
"7654","elementary_school",12
"7655","i_called",12
"7656","given_a",12
"7657","pic_of",12
"7658","issues_that",12
"7659","part_is",12
"7660","two_more",12
"7661","with_only",12
"7662","bright_and",12
"7663","time_if",12
"7664","strong_and",12
"7665","to_convince",12
"7666","be_any",12
"7667","had_made",12
"7668","made_them",12
"7669","justin_bieber",12
"7670","the_offer",12
"7671","happen_in",12
"7672","can_come",12
