"","feature","frequency"
"12682","the_award",8
"12683","district_court",8
"12684","general_assembly",8
"12685","said_those",8
"12686","showed_that",8
"12687","available_at",8
"12688","a_fair",8
"12689","head_coach",8
"12690","offensive_line",8
"12691","those_guys",8
"12692","both_parties",8
"12693","and_st",7
"12694","a_patient",7
"12695","a_tax",7
"12696","don't_do",7
"12697","points_of",7
"12698","years_at",7
"12699","keeps_the",7
"12700","the_tribe",7
"12701","tens_of",7
"12702","the_crash",7
"12703","raising_the",7
"12704","has_played",7
"12705","a_medical",7
"12706","industry_that",7
"12707","who_knew",7
"12708","subject_of",7
"12709","the_fish",7
"12710","enrolled_in",7
"12711","a_higher",7
"12712","an_economic",7
"12713","west_linn",7
"12714","three_times",7
"12715","rate_in",7
"12716","a_stop",7
"12717","may_at",7
"12718","a_tight",7
"12719","shot_in",7
"12720","worked_for",7
"12721","a_century",7
"12722","afternoon_the",7
"12723","public_health",7
"12724","attend_the",7
"12725","he's_got",7
"12726","daughter_of",7
"12727","pledged_to",7
"12728","held_in",7
"12729","case_in",7
"12730","million_and",7
"12731","south_korea",7
"12732","million_a",7
"12733","a_string",7
"12734","string_of",7
"12735","has_already",7
"12736","loved_ones",7
"12737","making_his",7
"12738","won_dec",7
"12739","will_benefit",7
"12740","service_to",7
"12741","she_never",7
"12742","same_sex",7
"12743","a_final",7
"12744","lead_and",7
"12745","said_some",7
"12746","lead_the",7
"12747","schools_in",7
"12748","west_virginia",7
"12749","a_process",7
"12750","the_statement",7
"12751","an_american",7
"12752","to_block",7
"12753","a_field",7
"12754","their_jobs",7
"12755","for_profit",7
"12756","said_we're",7
"12757","grand_opening",7
"12758","who_played",7
"12759","in_los",7
"12760","party_to",7
"12761","at_million",7
"12762","appeared_in",7
"12763","state_in",7
"12764","the_oldest",7
"12765","which_had",7
"12766","in_mid",7
"12767","his_year",7
"12768","or_go",7
"12769","year_we",7
"12770","it's_also",7
"12771","the_hawks",7
"12772","forced_the",7
"12773","made_an",7
"12774","government_is",7
"12775","before_a",7
"12776","possibility_of",7
"12777","percent_stake",7
"12778","gave_him",7
"12779","who_worked",7
"12780","schools_are",7
"12781","had_made",7
"12782","this_level",7
"12783","decade_ago",7
"12784","for_public",7
"12785","the_lions",7
"12786","of_games",7
"12787","open_a",7
"12788","organization_that",7
"12789","he_thinks",7
"12790","at_about",7
"12791","tickets_are",7
"12792","to_boost",7
"12793","fifth_and",7
"12794","the_chief",7
"12795","the_cuyahoga",7
"12796","generation_of",7
"12797","two_games",7
"12798","just_two",7
"12799","secretary_of",7
"12800","obama_is",7
"12801","park_the",7
"12802","artistic_director",7
"12803","the_construction",7
"12804","of_about",7
"12805","that_runs",7
"12806","a_bill",7
"12807","road_in",7
"12808","police_that",7
"12809","through_an",7
"12810","as_best",7
"12811","had_left",7
"12812","a_budget",7
"12813","the_yankees",7
"12814","the_illinois",7
"12815","public_service",7
"12816","stadium_in",7
"12817","after_her",7
"12818","a_era",7
"12819","the_half",7
"12820","he_gave",7
"12821","price_and",7
"12822","would_also",7
"12823","invested_in",7
"12824","runs_and",7
"12825","to_rebuild",7
"12826","first_six",7
"12827","year_after",7
"12828","monday_that",7
"12829","the_labor",7
"12830","week_by",7
"12831","earlier_in",7
"12832","a_successful",7
"12833","matheny_said",7
"12834","plan_that",7
"12835","would_cost",7
"12836","month_the",7
"12837","news_is",7
"12838","academy_of",7
"12839","arts_and",7
"12840","scored_points",7
"12841","state_government",7
"12842","argue_that",7
"12843","students_were",7
"12844","life_threatening",7
"12845","took_over",7
"12846","e_mails",7
"12847","he_played",7
"12848","to_overcome",7
"12849","schools_and",7
"12850","older_than",7
"12851","the_wings",7
"12852","a_possible",7
"12853","u.s_department",7
"12854","one_out",7
"12855","the_super",7
"12856","ball_at",7
"12857","yard_line",7
"12858","and_served",7
"12859","in_according",7
"12860","the_square",7
"12861","the_college",7
"12862","help_them",7
"12863","friday_that",7
"12864","on_nov",7
"12865","example_the",7
"12866","cost_the",7
"12867","system_for",7
"12868","a_bigger",7
"12869","and_human",7
"12870","to_force",7
"12871","in_large",7
"12872","nearly_percent",7
"12873","at_florida",7
"12874","clackamas_county",7
"12875","county_the",7
"12876","pressure_on",7
"12877","in_missouri",7
"12878","announced_the",7
"12879","years_for",7
"12880","companies_and",7
"12881","lead_in",7
"12882","who_wrote",7
"12883","killing_of",7
"12884","seasons_with",7
"12885","a_model",7
"12886","district_and",7
"12887","at_large",7
"12888","who_died",7
"12889","of_playing",7
"12890","the_euro",7
"12891","to_students",7
"12892","for_comment",7
"12893","is_considering",7
"12894","they've_got",7
"12895","and_city",7
"12896","will_include",7
"12897","has_spent",7
"12898","reach_a",7
"12899","the_newly",7
"12900","a_hearing",7
"12901","continuing_to",7
"12902","the_couple's",7
"12903","is_under",7
"12904","an_investigation",7
"12905","will_cost",7
"12906","rate_of",7
"12907","until_now",7
"12908","apply_to",7
"12909","in_last",7
"12910","catholic_church",7
"12911","his_final",7
"12912","was_among",7
"12913","in_today's",7
"12914","companies_in",7
"12915","month_old",7
"12916","was_stolen",7
"12917","of_america",7
"12918","associated_with",7
"12919","far_the",7
"12920","leading_to",7
"12921","palo_alto",7
"12922","yard_touchdown",7
"12923","barack_obama's",7
"12924","the_massive",7
"12925","artists_and",7
"12926","arizona_and",7
"12927","of_police",7
"12928","authorities_say",7
"12929","of_employees",7
"12930","costs_of",7
"12931","the_franchise",7
"12932","museum_of",7
"12933","four_games",7
"12934","or_three",7
"12935","are_likely",7
"12936","and_held",7
"12937","probably_not",7
"12938","now_he",7
"12939","office_the",7
"12940","the_inning",7
"12941","bay_area",7
"12942","plays_the",7
"12943","plus_a",7
"12944","minutes_before",7
"12945","cleveland_ohio",7
"12946","gave_the",7
"12947","per_game",7
"12948","his_left",7
"12949","to_with",7
"12950","the_condition",7
"12951","condition_of",7
"12952","to_high",7
"12953","field_goal",7
"12954","the_facility",7
"12955","facebook_and",7
"12956","remain_in",7
"12957","attorney's_office",7
"12958","the_minnesota",7
"12959","property_taxes",7
"12960","my_career",7
"12961","convention_center",7
"12962","down_percent",7
"12963","themselves_in",7
"12964","a_lawsuit",7
"12965","and_steve",7
"12966","during_an",7
"12967","morris_county",7
"12968","wave_of",7
"12969","push_for",7
"12970","and_home",7
"12971","be_reached",7
"12972","its_year",7
"12973","a_meeting",7
"12974","a_share",7
"12975","april_at",7
"12976","been_working",7
"12977","with_billion",7
"12978","johnson_said",7
"12979","her_death",7
"12980","injuries_and",7
"12981","show_a",7
"12982","to_invest",7
"12983","the_committee",7
"12984","paid_for",7
"12985","first_year",7
"12986","to_secure",7
"12987","the_authority",7
"12988","ncaa_tournament",7
"12989","seeking_to",7
"12990","we_needed",7
"12991","act_the",7
"12992","over_their",7
"12993","the_station",7
"12994","a_program",7
"12995","income_tax",7
"12996","tax_cuts",7
"12997","tour_of",7
"12998","for_decades",7
"12999","the_debate",7
"13000","and_rebounds",7
"13001","chicago_and",7
"13002","prosecutors_say",7
"13003","a_campaign",7
"13004","serves_as",7
"13005","in_coming",7
"13006","then_there's",7
"13007","showed_a",7
"13008","knew_he",7
"13009","his_campaign",7
"13010","has_yet",7
"13011","death_penalty",7
"13012","until_he",7
"13013","one_game",7
"13014","points_rebounds",7
"13015","rise_to",7
"13016","fiscal_year",7
"13017","short_term",7
"13018","their_second",7
"13019","an_rbi",7
"13020","to_lead",7
"13021","have_won",7
"13022","share_of",7
"13023","when_his",7
"13024","man_was",7
"13025","not_provide",7
"13026","presence_of",7
"13027","washington_post",7
"13028","on_june",7
"13029","the_contest",7
"13030","the_president's",7
"13031","p.m_may",7
"13032","served_with",7
"13033","nine_months",7
"13034","home_on",7
"13035","stemming_from",7
"13036","their_final",7
"13037","an_earlier",7
"13038","the_crime",7
"13039","association_of",7
"13040","billions_of",7
"13041","the_scandal",7
"13042","team_of",7
"13043","a_square",7
"13044","they_lost",7
"13045","an_ideal",7
"13046","offers_a",7
"13047","convicted_of",7
"13048","said_on",7
"13049","college_in",7
"13050","police_are",7
"13051","he_saw",7
"13052","degree_from",7
"13053","played_in",7
"13054","a_check",7
"13055","with_to",7
"13056","the_plans",7
"13057","teams_have",7
"13058","the_bills",7
"13059","what_people",7
"13060","counts_of",7
"13061","their_home",7
"13062","touch_with",7
"13063","the_coming",7
"13064","nearly_two",7
"13065","invited_to",7
"13066","the_baltimore",7
"13067","education_and",7
"13068","the_cubs",7
"13069","de_la",7
"13070","third_quarter",7
"13071","next_few",7
"13072","planning_and",7
"13073","had_points",7
"13074","owners_of",7
"13075","township_police",7
"13076","will_serve",7
"13077","the_nets",7
"13078","by_gov",7
"13079","the_march",7
"13080","brought_in",7
"13081","chances_of",7
"13082","their_homes",7
"13083","the_governors",7
"13084","there's_the",7
"13085","city_police",7
"13086","the_fbi",7
"13087","and_create",7
"13088","said_adding",7
"13089","americans_are",7
"13090","greater_cleveland",7
"13091","hospital_in",7
"13092","team_and",7
"13093","to_state",7
"13094","central_bank",7
"13095","said_during",7
"13096","ended_the",7
"13097","a_role",7
"13098","took_place",7
"13099","also_won",7
"13100","eight_of",7
"13101","shot_at",7
"13102","was_approved",7
"13103","motor_co",7
"13104","the_weight",7
"13105","of_duty",7
"13106","company_has",7
"13107","or_five",7
"13108","nearly_million",7
"13109","crossed_the",7
"13110","the_student",7
"13111","next_three",7
"13112","host_the",7
"13113","ball_to",7
"13114","a_county",7
"13115","p.m_the",7
"13116","students_in",7
"13117","the_firm",7
"13118","the_animals",7
"13119","serving_as",6
"13120","five_minutes",6
"13121","louis_county",6
"13122","tuesday_in",6
"13123","of_whether",6
"13124","restaurant_in",6
"13125","events_the",6
"13126","bowl_and",6
"13127","but_today",6
"13128","testified_that",6
"13129","occurred_in",6
"13130","transportation_and",6
"13131","of_west",6
"13132","free_press",6
"13133","of_family",6
"13134","including_in",6
"13135","about_four",6
"13136","two_year",6
"13137","is_set",6
"13138","the_eight",6
"13139","chicago_area",6
"13140","to_apply",6
"13141","feet_on",6
"13142","said_so",6
"13143","would_save",6
"13144","year_by",6
"13145","joining_the",6
"13146","that_there's",6
"13147","fire_was",6
"13148","at_both",6
"13149","provide_the",6
"13150","was_up",6
"13151","players_the",6
"13152","cost_to",6
"13153","else_in",6
"13154","feet_of",6
"13155","the_popular",6
"13156","and_pepper",6
"13157","a_plane",6
"13158","scene_of",6
"13159","in_several",6
"13160","plants_in",6
"13161","and_west",6
"13162","the_return",6
"13163","raise_money",6
"13164","the_hole",6
"13165","in_kansas",6
"13166","group_the",6
"13167","through_may",6
"13168","state_senate",6
"13169","senate_president",6
"13170","the_1990s",6
"13171","almost_a",6
"13172","district_judge",6
"13173","an_order",6
"13174","to_lure",6
"13175","and_co",6
"13176","will_work",6
"13177","he_expects",6
"13178","easy_for",6
"13179","thursday_with",6
"13180","more_difficult",6
"13181","the_daughter",6
"13182","san_francisco's",6
"13183","for_himself",6
"13184","tax_increases",6
"13185","elected_officials",6
"13186","care_act",6
"13187","u.s_supreme",6
"13188","elected_to",6
"13189","a_six",6
"13190","of_staff",6
"13191","the_professional",6
"13192","worth_of",6
"13193","provided_by",6
"13194","dec_to",6
"13195","the_protesters",6
"13196","can_buy",6
"13197","sex_marriage",6
"13198","establish_a",6
"13199","the_premier",6
"13200","auto_industry",6
"13201","for_billion",6
"13202","the_grizzlies",6
"13203","the_wake",6
"13204","wake_of",6
"13205","al_qaeda",6
"13206","reached_the",6
"13207","title_game",6
"13208","a_fourth",6
"13209","of_up",6
"13210","time_was",6
"13211","all_season",6
"13212","he_finished",6
"13213","said_last",6
"13214","of_service",6
"13215","bankruptcy_protection",6
"13216","costs_and",6
"13217","has_begun",6
"13218","science_and",6
"13219","an_advantage",6
"13220","here_a",6
"13221","of_fresh",6
"13222","since_last",6
"13223","sun_times",6
"13224","of_guy",6
"13225","accompanied_by",6
"13226","impact_on",6
"13227","drop_in",6
"13228","a_hand",6
"13229","news_reports",6
"13230","reports_that",6
"13231","double_the",6
"13232","the_division",6
"13233","the_casino",6
"13234","matt_holliday",6
"13235","the_resort",6
"13236","done_to",6
"13237","immigration_law",6
"13238","that_look",6
"13239","a_metal",6
"13240","university_the",6
"13241","would_give",6
"13242","the_officers",6
"13243","were_taken",6
"13244","as_president",6
"13245","call_or",6
"13246","the_fund",6
"13247","to_encourage",6
"13248","state_had",6
"13249","february_the",6
"13250","price_for",6
"13251","believed_to",6
"13252","elements_of",6
"13253","about_p.m",6
"13254","the_timing",6
"13255","in_exchange",6
"13256","by_two",6
"13257","game_that",6
"13258","a_college",6
"13259","and_six",6
"13260","in_overtime",6
"13261","economist_at",6
"13262","district_of",6
"13263","illegal_immigration",6
"13264","court_the",6
"13265","although_some",6
"13266","to_slow",6
"13267","a_government",6
"13268","a_power",6
"13269","think_we'll",6
"13270","move_the",6
"13271","the_summit",6
"13272","the_10th",6
"13273","has_two",6
"13274","against_his",6
"13275","sales_and",6
"13276","in_how",6
"13277","inside_and",6
"13278","both_in",6
"13279","news_release",6
"13280","a_competitive",6
"13281","them_it",6
"13282","opportunity_for",6
"13283","but_their",6
"13284","did_and",6
"13285","starting_at",6
"13286","the_mayor's",6
"13287","very_important",6
"13288","our_state",6
"13289","the_zoo",6
"13290","a_younger",6
"13291","charges_of",6
"13292","the_children's",6
"13293","workers_in",6
"13294","community_center",6
"13295","called_on",6
"13296","the_accident",6
"13297","or_no",6
"13298","campaign_for",6
"13299","former_gov",6
"13300","and_brian",6
"13301","in_west",6
"13302","have_three",6
"13303","and_third",6
"13304","young_people",6
"13305","seconds_to",6
"13306","the_13th",6
"13307","james_and",6
"13308","a_financial",6
"13309","games_on",6
"13310","would_expect",6
"13311","that_requires",6
"13312","from_percent",6
"13313","anderson_said",6
"13314","investment_in",6
"13315","non_profit",6
"13316","lose_their",6
"13317","department_said",6
"13318","than_three",6
"13319","interest_rates",6
"13320","much_money",6
"13321","money_the",6
"13322","investigation_into",6
"13323","on_behalf",6
"13324","behalf_of",6
"13325","wearing_the",6
"13326","ago_the",6
"13327","night_he",6
"13328","rocky_river",6
"13329","way_down",6
"13330","the_rutgers",6
"13331","laid_off",6
"13332","admission_is",6
"13333","in_northeast",6
"13334","months_after",6
"13335","home_was",6
"13336","his_game",6
"13337","guy_and",6
"13338","for_everybody",6
"13339","guys_who",6
"13340","public_schools",6
"13341","be_for",6
"13342","building_on",6
"13343","to_los",6
"13344","credit_rating",6
"13345","lost_their",6
"13346","school_that",6
"13347","the_dodgers",6
"13348","a_teacher",6
"13349","season_opener",6
"13350","line_with",6
"13351","ensure_that",6
"13352","inning_and",6
"13353","at_last",6
"13354","cross_examination",6
"13355","on_two",6
"13356","dropped_to",6
"13357","they_thought",6
"13358","a_no",6
"13359","pg_e",6
"13360","connected_to",6
"13361","northeast_ohio",6
"13362","had_won",6
"13363","the_pace",6
"13364","failure_to",6
"13365","about_in",6
"13366","on_whether",6
"13367","team_with",6
"13368","his_top",6
"13369","headed_the",6
"13370","said_friday",6
"13371","december_and",6
"13372","and_businesses",6
"13373","tight_end",6
"13374","a_career",6
"13375","year_over",6
"13376","of_fame",6
"13377","and_south",6
"13378","and_financial",6
"13379","challenge_the",6
"13380","their_time",6
"13381","appointed_by",6
"13382","their_parents",6
"13383","county_to",6
"13384","school_districts",6
"13385","the_downtown",6
"13386","trayvon_martin",6
"13387","struggled_to",6
"13388","center_fielder",6
"13389","center_the",6
"13390","cost_is",6
"13391","also_an",6
"13392","also_noted",6
"13393","with_about",6
"13394","a_championship",6
"13395","are_out",6
"13396","address_the",6
"13397","has_led",6
"13398","for_nearly",6
"13399","nearly_years",6
"13400","stay_with",6
"13401","was_killed",6
"13402","killed_in",6
"13403","good_reason",6
"13404","is_down",6
"13405","block_the",6
"13406","while_a",6
"13407","is_leading",6
"13408","working_to",6
"13409","to_qualify",6
"13410","qualify_for",6
"13411","the_finest",6
"13412","her_two",6
"13413","is_percent",6
"13414","then_came",6
"13415","and_agreed",6
"13416","agreed_that",6
"13417","passed_by",6
"13418","said_police",6
"13419","the_tiny",6
"13420","the_go",6
"13421","to_operate",6
"13422","washington_the",6
"13423","an_annual",6
"13424","consistent_with",6
"13425","than_billion",6
"13426","are_used",6
"13427","and_small",6
"13428","of_appeals",6
"13429","decision_in",6
"13430","of_march",6
"13431","in_critical",6
"13432","month_when",6
"13433","to_enforce",6
"13434","days_later",6
"13435","road_the",6
"13436","stolen_from",6
"13437","just_percent",6
"13438","examination_of",6
"13439","courtesy_of",6
"13440","a_heavy",6
"13441","the_highway",6
"13442","to_obtain",6
"13443","the_allegations",6
"13444","than_half",6
"13445","and_staff",6
"13446","east_and",6
"13447","hit_and",6
"13448","larger_than",6
"13449","water_to",6
"13450","water_that",6
"13451","about_a.m",6
"13452","the_santa",6
"13453","critical_to",6
"13454","in_while",6
"13455","in_arizona",6
"13456","directly_to",6
"13457","saying_he",6
"13458","looking_into",6
"13459","two_hour",6
"13460","range_from",6
"13461","red_wings",6
"13462","an_year",6
"13463","his_feet",6
"13464","said_what",6
"13465","his_two",6
"13466","she_called",6
"13467","red_sox",6
"13468","legislation_to",6
"13469","bill_would",6
"13470","that_included",6
"13471","office_said",6
"13472","williams_said",6
"13473","places_in",6
"13474","right_field",6
"13475","planned_parenthood",6
"13476","a_central",6
"13477","homes_in",6
"13478","city_has",6
"13479","house_speaker",6
"13480","they_started",6
"13481","the_government's",6
"13482","she_worked",6
"13483","catch_a",6
"13484","the_20th",6
"13485","zone_and",6
"13486","states_that",6
"13487","before_heading",6
"13488","to_monitor",6
"13489","supports_the",6
"13490","year_as",6
"13491","set_for",6
"13492","places_for",6
"13493","the_vehicle",6
"13494","in_jail",6
"13495","lines_and",6
"13496","pick_in",6
"13497","state_the",6
"13498","final_two",6
"13499","first_team",6
"13500","field_the",6
"13501","his_or",6
"13502","ordered_to",6
"13503","cities_in",6
"13504","in_california",6
"13505","through_his",6
"13506","to_left",6
"13507","tax_dollars",6
"13508","a_nurse",6
"13509","high_end",6
"13510","four_year",6
"13511","bill_the",6
"13512","chamber_of",6
"13513","of_commerce",6
"13514","views_of",6
"13515","s_p",6
"13516","side_with",6
"13517","at_penn",6
"13518","leader_in",6
"13519","the_wide",6
"13520","a_leader",6
"13521","the_suspects",6
"13522","assault_and",6
"13523","republicans_and",6
"13524","filed_by",6
"13525","the_morris",6
"13526","two_and",6
"13527","statement_the",6
"13528","government_to",6
"13529","the_ban",6
"13530","together_on",6
"13531","p.m_wednesday",6
"13532","al_qaida",6
"13533","his_third",6
"13534","team_was",6
"13535","the_test",6
"13536","low_income",6
"13537","can't_afford",6
"13538","afford_to",6
"13539","not_looking",6
"13540","a_broken",6
"13541","said_when",6
"13542","self_defense",6
"13543","two_dozen",6
"13544","have_changed",6
"13545","and_economic",6
"13546","ohio_the",6
"13547","of_seven",6
"13548","hunt_for",6
"13549","held_the",6
"13550","airport_and",6
"13551","a_mistake",6
"13552","johnson_who",6
"13553","best_known",6
"13554","was_working",6
"13555","three_point",6
"13556","gives_us",6
"13557","co_founder",6
"13558","the_expense",6
"13559","head_on",6
"13560","as_those",6
"13561","has_lost",6
"13562","entering_the",6
"13563","the_magic",6
"13564","signed_a",6
"13565","he_wrote",6
"13566","football_team",6
"13567","saturday_and",6
"13568","task_force",6
"13569","made_its",6
"13570","ball_in",6
"13571","runs_the",6
"13572","agree_that",6
"13573","would_allow",6
"13574","the_offer",6
"13575","washington_and",6
"13576","problems_in",6
"13577","officers_and",6
"13578","for_president",6
"13579","the_grammys",6
"13580","city_where",6
"13581","hands_of",6
"13582","in_places",6
"13583","right_back",6
"13584","to_describe",6
"13585","idea_was",6
"13586","city_said",6
"13587","during_that",6
"13588","the_referendum",6
"13589","been_arrested",6
"13590","in_connection",6
"13591","the_legal",6
"13592","his_contract",6
"13593","still_has",6
"13594","chair_of",6
"13595","the_voters",6
"13596","portions_of",6
"13597","year_because",6
"13598","wells_fargo",6
"13599","harry_potter",6
"13600","have_another",6
"13601","been_here",6
"13602","law_that",6
"13603","the_intersection",6
"13604","the_heisman",6
"13605","democratic_party",6
"13606","was_right",6
"13607","the_host",6
"13608","the_cash",6
"13609","worked_at",6
"13610","and_high",6
"13611","friday_afternoon",6
"13612","the_hudson",6
"13613","in_areas",6
"13614","a_source",6
"13615","faster_than",6
"13616","division_ii",6
"13617","to_practice",6
"13618","the_search",6
"13619","may_also",6
"13620","county_prosecutors",6
"13621","than_we",6
"13622","will_it",6
"13623","to_years",6
"13624","december_the",6
"13625","the_southern",6
"13626","football_coach",6
"13627","were_killed",6
"13628","the_navy",6
"13629","two_more",6
"13630","secure_the",6
"13631","research_and",6
"13632","new_brunswick",6
"13633","the_seven",6
"13634","for_as",6
"13635","lost_the",6
"13636","a_position",6
"13637","work_together",6
"13638","he_left",6
"13639","students_to",6
"13640","murder_and",6
"13641","job_as",6
"13642","cash_for",6
"13643","weeks_later",6
"13644","the_houston",6
"13645","the_county's",6
"13646","keep_their",6
"13647","in_eight",6
"13648","been_more",6
"13649","the_unit",6
"13650","charges_in",6
"13651","retired_in",6
"13652","of_chicago",6
"13653","in_afghanistan",6
"13654","earned_run",6
"13655","slices_of",6
"13656","trips_to",6
"13657","he_couldn't",6
"13658","available_to",6
"13659","park_in",6
"13660","two_run",6
"13661","for_re",6
"13662","about_miles",6
"13663","a_weapon",6
"13664","the_device",6
"13665","p.m_april",6
"13666","sales_of",6
"13667","money_from",6
"13668","in_sacramento",6
"13669","his_time",6
"13670","helping_to",6
"13671","threat_to",6
"13672","for_business",6
"13673","the_bulk",6
"13674","bulk_of",6
"13675","a_bed",6
"13676","public_relations",6
"13677","information_that",6
"13678","and_roll",6
"13679","with_six",6
"13680","hours_a",6
"13681","the_option",6
"13682","last_game",6
"13683","classified_as",6
"13684","arizona_state",6
"13685","on_defense",6
"13686","are_among",6
"13687","slated_to",6
"13688","the_court's",6
"13689","higher_than",6
"13690","p.m_tuesday",6
"13691","the_assumption",6
"13692","gas_and",6
"13693","season_to",6
"13694","voters_to",6
"13695","local_governments",6
"13696","the_identity",6
"13697","who_gave",6
"13698","thursday_in",6
"13699","work_as",6
"13700","the_officer",6
"13701","open_house",6
"13702","information_to",6
"13703","games_with",6
"13704","hasn't_been",6
"13705","the_jets",6
"13706","of_fuel",6
"13707","price_tag",6
"13708","margin_of",6
"13709","of_illinois",6
"13710","to_testify",6
"13711","grand_prix",6
"13712","cuts_and",6
"13713","for_information",6
"13714","old_girl",6
"13715","sentenced_to",6
"13716","owned_the",6
"13717","companies_are",6
"13718","sauce_and",6
"13719","left_on",6
"13720","the_puck",6
"13721","major_league",6
"13722","drive_and",6
"13723","group_said",6
"13724","the_dollar",6
"13725","pointed_out",6
"13726","to_house",6
"13727","ranging_from",6
"13728","cuts_in",6
"13729","yards_for",6
"13730","also_was",6
"13731","blazers_have",6
"13732","the_miami",6
"13733","winning_streak",6
"13734","and_health",6
"13735","travel_to",6
"13736","lost_his",6
"13737","reported_to",6
"13738","family_said",6
"13739","race_the",6
"13740","and_around",6
"13741","and_growing",6
"13742","state_to",6
"13743","says_it's",6
"13744","out_an",6
"13745","expect_the",6
"13746","fall_and",6
"13747","long_been",6
"13748","taken_out",6
"13749","among_those",6
"13750","council_members",6
"13751","was_later",6
"13752","on_aug",6
"13753","his_job",6
"13754","the_bcs",6
"13755","written_statement",6
"13756","the_injury",6
"13757","games_at",6
"13758","there_would",6
"13759","shooting_percent",6
"13760","was_asked",6
"13761","to_better",6
"13762","was_expected",6
"13763","first_three",6
"13764","copies_of",5
"13765","developed_a",5
"13766","patients_and",5
"13767","avenue_and",5
"13768","night_is",5
"13769","monday_the",5
"13770","at_to",5
"13771","him_it",5
"13772","and_spent",5
"13773","another_year",5
"13774","the_justice",5
"13775","year_deal",5
"13776","carlos_beltran",5
"13777","in_right",5
"13778","of_monday",5
"13779","idea_is",5
"13780","made_no",5
"13781","and_national",5
"13782","of_millions",5
"13783","north_american",5
"13784","sales_for",5
"13785","victims_of",5
"13786","the_bodies",5
"13787","factor_in",5
"13788","a_store",5
"13789","not_believe",5
"13790","the_templars",5
"13791","themselves_to",5
"13792","with_salt",5
"13793","preparing_to",5
"13794","attended_the",5
"13795","hand_to",5
"13796","from_in",5
"13797","represents_a",5
"13798","of_percent",5
"13799","nearly_a",5
"13800","businesses_in",5
"13801","that_an",5
"13802","lower_than",5
"13803","than_other",5
"13804","high_schools",5
"13805","the_status",5
"13806","shape_and",5
"13807","four_seasons",5
"13808","runs_through",5
"13809","former_state",5
"13810","president_who",5
"13811","the_freshman",5
"13812","the_defensive",5
"13813","the_film's",5
"13814","smith_and",5
"13815","of_victim",5
"13816","stronger_than",5
"13817","were_charged",5
"13818","players_are",5
"13819","months_later",5
"13820","cut_in",5
"13821","a_name",5
"13822","affordable_care",5
"13823","was_elected",5
"13824","serve_the",5
"13825","in_spite",5
"13826","spite_of",5
"13827","season_he",5
"13828","park_and",5
"13829","nine_of",5
"13830","run_that",5
"13831","passes_for",5
"13832","and_working",5
"13833","had_their",5
"13834","workers_to",5
"13835","held_a",5
"13836","the_postseason",5
"13837","over_his",5
"13838","and_year",5
"13839","the_cavs",5
"13840","that_we'll",5
"13841","we_found",5
"13842","to_every",5
"13843","they_feel",5
"13844","needs_of",5
"13845","from_san",5
"13846","body_of",5
"13847","located_at",5
"13848","the_70s",5
"13849","into_what",5
"13850","and_older",5
"13851","jobs_in",5
"13852","first_period",5
"13853","be_worth",5
"13854","would_want",5
"13855","the_clippers",5
"13856","the_sept",5
"13857","person_familiar",5
"13858","ran_for",5
"13859","be_their",5
"13860","can_happen",5
"13861","shaker_heights",5
"13862","who_now",5
"13863","all_four",5
"13864","sunday_in",5
"13865","weight_and",5
"13866","and_gas",5
"13867","other_companies",5
"13868","they_weren't",5
"13869","the_growth",5
"13870","showed_up",5
"13871","a_lawyer",5
"13872","acknowledge_that",5
"13873","compiled_by",5
"13874","a_cat",5
"13875","a_conference",5
"13876","case_but",5
"13877","the_pirates",5
"13878","the_region's",5
"13879","men_were",5
"13880","the_obama",5
"13881","could_still",5
"13882","that_provides",5
"13883","security_guard",5
"13884","relied_on",5
"13885","on_national",5
"13886","was_appointed",5
"13887","guy_he",5
"13888","people_said",5
"13889","one_week",5
"13890","week_but",5
"13891","to_washington",5
"13892","mayor_of",5
"13893","and_school",5
"13894","an_impact",5
"13895","the_canadian",5
"13896","wednesday_to",5
"13897","dec_and",5
"13898","said_more",5
"13899","and_director",5
"13900","blood_sugar",5
"13901","armed_with",5
"13902","bill_and",5
"13903","would_likely",5
"13904","about_pounds",5
"13905","city_was",5
"13906","the_courthouse",5
"13907","sat_down",5
"13908","to_respond",5
"13909","left_fielder",5
"13910","to_crack",5
"13911","the_request",5
"13912","farmers_market",5
"13913","the_scarlet",5
"13914","game_he",5
"13915","month_ago",5
"13916","agree_to",5
"13917","he_first",5
"13918","herself_to",5
"13919","a_felony",5
"13920","a_security",5
"13921","the_median",5
"13922","seat_in",5
"13923","compete_with",5
"13924","days_for",5
"13925","committee_on",5
"13926","and_government",5
"13927","july_and",5
"13928","sure_he",5
"13929","the_payment",5
"13930","you're_looking",5
"13931","reported_in",5
"13932","in_indianapolis",5
"13933","a_mass",5
"13934","center_on",5
"13935","potential_to",5
"13936","concerns_that",5
"13937","recent_months",5
"13938","the_coaches",5
"13939","the_building's",5
"13940","a_majority",5
"13941","and_movie",5
"13942","the_ap",5
"13943","likely_will",5
"13944","the_senior",5
"13945","listed_as",5
"13946","look_back",5
"13947","county_sheriff",5
"13948","after_losing",5
"13949","was_seen",5
"13950","another_for",5
"13951","a_sale",5
"13952","week_on",5
"13953","around_them",5
"13954","made_his",5
"13955","is_close",5
"13956","men_in",5
"13957","take_away",5
"13958","saturday_with",5
"13959","was_less",5
"13960","trade_and",5
"13961","and_move",5
"13962","this_situation",5
